,diseases,Symptom_labels
12068,hypoglycemia,"depressive or psychotic symptoms, dizziness, abnormal involuntary movements, fainting, feeling ill, nausea, sweating"
12069,hypoglycemia,"dizziness, feeling ill, weakness, seizures, sleepiness, sweating"
12070,hypoglycemia,"depressive or psychotic symptoms, abnormal involuntary movements, fainting, problems with movement, weakness, decreased appetite, seizures, sleepiness, sweating"
12071,hypoglycemia,"depressive or psychotic symptoms, abnormal involuntary movements, feeling ill, nausea, problems with movement, weakness, decreased appetite, seizures"
12072,hypoglycemia,"abnormal involuntary movements, feeling ill, nausea, seizures"
12073,hypoglycemia,"depressive or psychotic symptoms, dizziness, abnormal involuntary movements, fainting, feeling ill, nausea, weakness, seizures, sleepiness, sweating"
12074,hypoglycemia,"depressive or psychotic symptoms, dizziness, abnormal involuntary movements, feeling ill, sleepiness, sweating"
12075,hypoglycemia,"depressive or psychotic symptoms, dizziness, fainting, weakness, decreased appetite, sweating"
12076,hypoglycemia,"depressive or psychotic symptoms, abnormal involuntary movements, nausea, problems with movement, weakness, decreased appetite, seizures, sleepiness, sweating"
12077,hypoglycemia,"depressive or psychotic symptoms, dizziness, feeling ill, nausea, problems with movement, sleepiness"
12078,hypoglycemia,"depressive or psychotic symptoms, fainting, seizures, sweating"
12079,hypoglycemia,"fainting, problems with movement, seizures, sleepiness"
12080,hypoglycemia,"abnormal involuntary movements, decreased appetite, sweating"
12081,hypoglycemia,"dizziness, abnormal involuntary movements, feeling ill, problems with movement, seizures"
12082,hypoglycemia,"depressive or psychotic symptoms, dizziness, abnormal involuntary movements, feeling ill, problems with movement, decreased appetite, seizures"
12083,hypoglycemia,"dizziness, fainting, feeling ill, decreased appetite"
12084,hypoglycemia,"depressive or psychotic symptoms, dizziness, nausea, decreased appetite, seizures, sleepiness"
12085,hypoglycemia,"feeling ill, nausea, decreased appetite, sleepiness, sweating"
12086,hypoglycemia,"abnormal involuntary movements, fainting, feeling ill, weakness, seizures, sleepiness, sweating"
12087,hypoglycemia,"depressive or psychotic symptoms, dizziness, feeling ill, weakness, seizures, sleepiness, sweating"
12088,hypoglycemia,"abnormal involuntary movements, seizures, sweating"
12089,hypoglycemia,"depressive or psychotic symptoms, abnormal involuntary movements, fainting, feeling ill, nausea, problems with movement, weakness, decreased appetite"
12090,hypoglycemia,"depressive or psychotic symptoms, feeling ill, weakness, decreased appetite, sweating"
12091,hypoglycemia,"dizziness, abnormal involuntary movements, fainting, feeling ill, nausea, weakness, seizures, sleepiness"
12092,hypoglycemia,"depressive or psychotic symptoms, dizziness, abnormal involuntary movements, feeling ill, problems with movement, sweating"
12093,hypoglycemia,"depressive or psychotic symptoms, nausea, seizures"
12094,hypoglycemia,"feeling ill, problems with movement, decreased appetite, sleepiness"
12095,hypoglycemia,"depressive or psychotic symptoms, dizziness, abnormal involuntary movements, nausea, decreased appetite, seizures"
12096,hypoglycemia,"abnormal involuntary movements, fainting, feeling ill, nausea, problems with movement, sleepiness, sweating"
12097,hypoglycemia,"abnormal involuntary movements, fainting, nausea, weakness, seizures, sleepiness, sweating"
12098,hypoglycemia,"abnormal involuntary movements, fainting, decreased appetite, seizures, sweating"
12099,hypoglycemia,"depressive or psychotic symptoms, dizziness, abnormal involuntary movements, feeling ill, nausea, problems with movement, weakness, decreased appetite, seizures, sleepiness, sweating"
12100,hypokalemia,"sharp chest pain, sharp abdominal pain, vomiting, diarrhea"
12101,hypokalemia,"shortness of breath, sharp chest pain, fainting, vomiting, headache, loss of sensation, fever"
12102,hypokalemia,"shortness of breath, sharp chest pain, headache, nausea, diarrhea"
12103,hypokalemia,"sharp chest pain, fainting, sharp abdominal pain, headache, nausea, fever"
12104,hypokalemia,"sharp chest pain, fainting, sharp abdominal pain, headache, nausea"
12105,hypokalemia,"shortness of breath, sharp chest pain, fainting, sharp abdominal pain, headache, nausea, loss of sensation, fever"
12106,hypokalemia,"shortness of breath, sharp abdominal pain, nausea, loss of sensation, fever"
12107,hypokalemia,"shortness of breath, sharp chest pain, fainting, sharp abdominal pain, headache, nausea"
12108,hypokalemia,"shortness of breath, sharp chest pain, sharp abdominal pain, vomiting, diarrhea, fever"
12109,hypokalemia,"shortness of breath, sharp chest pain, fainting, sharp abdominal pain, nausea, diarrhea"
12110,hypokalemia,"shortness of breath, sharp chest pain, fainting, loss of sensation, fever"
12111,hypokalemia,"shortness of breath, sharp chest pain, sharp abdominal pain, headache, nausea, diarrhea, fever"
12112,hypokalemia,"sharp chest pain, fainting, headache, nausea, diarrhea, fever"
12113,hypokalemia,"shortness of breath, sharp chest pain, fainting, sharp abdominal pain, headache, loss of sensation, fever"
12114,hypokalemia,"sharp chest pain, sharp abdominal pain, headache, nausea, diarrhea, fever"
12115,hypokalemia,"sharp chest pain, sharp abdominal pain, headache"
12116,hypokalemia,"sharp chest pain, fainting, vomiting, nausea, diarrhea"
12117,hypokalemia,"sharp chest pain, headache, nausea, loss of sensation"
12118,hypokalemia,"sharp chest pain, fainting, sharp abdominal pain, vomiting, nausea, loss of sensation"
12119,hypokalemia,"shortness of breath, sharp chest pain, sharp abdominal pain, vomiting, headache, nausea, diarrhea, loss of sensation"
12120,hypokalemia,"sharp abdominal pain, vomiting, nausea, loss of sensation"
12121,hypokalemia,"shortness of breath, sharp chest pain, fainting, sharp abdominal pain, vomiting, nausea, fever"
12122,hypokalemia,"fainting, sharp abdominal pain, vomiting, nausea, fever"
12123,hypokalemia,"sharp chest pain, fainting, sharp abdominal pain, vomiting, nausea, diarrhea, loss of sensation, fever"
12124,hypokalemia,"sharp chest pain, fainting, headache, nausea, loss of sensation"
12125,hypokalemia,"shortness of breath, fainting, vomiting, headache, nausea, diarrhea, loss of sensation"
12126,hypokalemia,"shortness of breath, sharp chest pain, fainting, vomiting, headache, loss of sensation"
12127,hypokalemia,"sharp chest pain, fainting, diarrhea, fever"
12128,hypokalemia,"fainting, sharp abdominal pain, vomiting, diarrhea, loss of sensation"
12129,hypokalemia,"sharp chest pain, fainting, sharp abdominal pain, nausea, diarrhea, fever"
12130,hypokalemia,"shortness of breath, fainting, vomiting, headache, diarrhea, loss of sensation"
12131,hypokalemia,"sharp chest pain, fainting, sharp abdominal pain, vomiting, loss of sensation, fever"
12132,hypokalemia,"shortness of breath, sharp chest pain, fainting, vomiting, nausea, diarrhea, fever"
12133,hypokalemia,"shortness of breath, sharp chest pain, vomiting, diarrhea, fever"
12134,hypokalemia,"sharp chest pain, fainting, vomiting, headache, nausea, diarrhea, loss of sensation"
12135,hypokalemia,"sharp chest pain, fainting, headache, nausea, diarrhea, loss of sensation"
12136,hypokalemia,"shortness of breath, sharp chest pain, sharp abdominal pain, headache, diarrhea"
12137,hypokalemia,"sharp chest pain, fainting, headache, nausea, loss of sensation, fever"
12138,hypokalemia,"shortness of breath, sharp abdominal pain, vomiting, headache, loss of sensation"
12139,hypokalemia,"shortness of breath, fainting, sharp abdominal pain, headache, nausea, fever"
12140,hypokalemia,"shortness of breath, sharp chest pain, fainting, sharp abdominal pain, vomiting, nausea, diarrhea"
12141,hypokalemia,"sharp chest pain, sharp abdominal pain, nausea, fever"
12142,hypokalemia,"shortness of breath, sharp abdominal pain, nausea, diarrhea, loss of sensation"
12143,hypokalemia,"shortness of breath, fainting, nausea, diarrhea, fever"
12144,hypokalemia,"shortness of breath, sharp chest pain, fainting, vomiting, headache, nausea, diarrhea"
12145,hypokalemia,"sharp chest pain, sharp abdominal pain, headache, loss of sensation"
12146,hypokalemia,"shortness of breath, sharp chest pain, sharp abdominal pain, vomiting, nausea, diarrhea, loss of sensation"
12147,hypokalemia,"sharp chest pain, vomiting, nausea, diarrhea, loss of sensation, fever"
12148,hypokalemia,"shortness of breath, sharp abdominal pain, headache, nausea, diarrhea, fever"
12149,hypokalemia,"sharp chest pain, fainting, sharp abdominal pain, nausea, diarrhea"
12150,hyponatremia,"sharp chest pain, fainting, sharp abdominal pain, vomiting, nausea, back pain, seizures"
12151,hyponatremia,"sharp chest pain, fainting, vomiting, back pain"
12152,hyponatremia,"shortness of breath, sharp chest pain, fainting, sharp abdominal pain, back pain, weakness, seizures"
12153,hyponatremia,"shortness of breath, nausea, weakness, seizures"
12154,hyponatremia,"sharp chest pain, sharp abdominal pain, back pain, weakness, seizures"
12155,hyponatremia,"shortness of breath, sharp chest pain, fainting, sharp abdominal pain, nausea, back pain, weakness"
12156,hyponatremia,"shortness of breath, sharp chest pain, vomiting, back pain, seizures"
12157,hyponatremia,"sharp chest pain, sharp abdominal pain, vomiting, back pain, seizures"
12158,hyponatremia,"shortness of breath, sharp chest pain, vomiting, nausea, back pain, seizures"
12159,hyponatremia,"shortness of breath, sharp abdominal pain, back pain, weakness, seizures"
12160,hyponatremia,"shortness of breath, fainting, vomiting, back pain, weakness, seizures"
12161,hyponatremia,"sharp chest pain, vomiting, nausea, back pain, seizures"
12162,hyponatremia,"shortness of breath, sharp chest pain, fainting, vomiting, nausea"
12163,hyponatremia,"shortness of breath, vomiting, nausea, back pain"
12164,hyponatremia,"shortness of breath, sharp chest pain, sharp abdominal pain, vomiting, back pain"
12165,hyponatremia,"shortness of breath, sharp chest pain, back pain, weakness"
12166,hyponatremia,"shortness of breath, sharp chest pain, sharp abdominal pain, vomiting, back pain, seizures"
12167,hyponatremia,"shortness of breath, vomiting, nausea, weakness, seizures"
12168,hyponatremia,"shortness of breath, sharp chest pain, fainting, vomiting, nausea, weakness, seizures"
12169,hyponatremia,"shortness of breath, sharp chest pain, nausea, weakness, seizures"
12170,hyponatremia,"shortness of breath, fainting, sharp abdominal pain, vomiting, seizures"
12171,hyponatremia,"sharp chest pain, vomiting, back pain, weakness"
12172,hyponatremia,"sharp chest pain, fainting, back pain, weakness"
12173,hyponatremia,"fainting, sharp abdominal pain, vomiting, weakness"
12174,hyponatremia,"shortness of breath, sharp chest pain, fainting, nausea, back pain, weakness, seizures"
12175,hyponatremia,"shortness of breath, sharp chest pain, vomiting, nausea, back pain, weakness"
12176,hyponatremia,"sharp abdominal pain, back pain, weakness, seizures"
12177,hyponatremia,"sharp chest pain, sharp abdominal pain, weakness, seizures"
12178,hyponatremia,"shortness of breath, sharp chest pain, vomiting, back pain, weakness, seizures"
12179,hyponatremia,"shortness of breath, sharp chest pain, fainting, sharp abdominal pain, nausea, back pain, seizures"
12180,hyponatremia,"shortness of breath, sharp chest pain, vomiting, back pain, seizures"
12181,hyponatremia,"shortness of breath, fainting, nausea, back pain, weakness"
12182,hyponatremia,"sharp chest pain, fainting, nausea, back pain, weakness, seizures"
12183,hyponatremia,"shortness of breath, sharp chest pain, fainting, sharp abdominal pain, vomiting, nausea, back pain, weakness"
12184,hyponatremia,"shortness of breath, sharp chest pain, fainting, nausea"
12185,hyponatremia,"shortness of breath, sharp chest pain, vomiting, nausea, back pain"
12186,hyponatremia,"fainting, sharp abdominal pain, vomiting, back pain, seizures"
12187,hyponatremia,"shortness of breath, sharp chest pain, nausea, back pain"
12188,hyponatremia,"shortness of breath, nausea"
12189,hyponatremia,"shortness of breath, sharp chest pain, vomiting, nausea, back pain, weakness, seizures"
12190,hyponatremia,"shortness of breath, sharp chest pain, fainting, vomiting, nausea, back pain, weakness"
12191,hyponatremia,"sharp chest pain, sharp abdominal pain, vomiting, nausea, weakness, seizures"
